StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1000549681ns,h7,h9,2,7,4148B,0
1000549798ns,h16,h13,2,7,4452B,0
1000550005ns,h9,h15,2,8,5511B,0
1000550191ns,h12,h13,2,5,6086B,0
1000550917ns,h7,h9,2,8,66940B,0
1000550962ns,h13,h14,2,7,1017B,0
1000551341ns,h5,h8,2,9,9197B,0
1000552075ns,h15,h6,2,14,23790B,0
1000552264ns,h13,h7,2,12,5106B,0
1000552414ns,h14,h8,2,8,4172B,0
1000552528ns,h9,h11,2,9,3860B,0
1000553233ns,h3,h1,2,10,4618B,0
1000553273ns,h14,h12,2,10,2534B,0
1000553858ns,h9,h16,2,10,6786B,0
1000553924ns,h6,h8,2,10,4182B,0
1000554934ns,h14,h2,2,6,475B,0
1000555175ns,h5,h4,2,8,4028B,0
1000555230ns,h11,h2,2,9,18358B,0
1000555728ns,h1,h5,2,9,5625B,0
1000556331ns,h13,h1,2,11,28565B,0
1000556631ns,h13,h14,2,8,80425B,0
1000557404ns,h4,h16,2,8,4121B,0
1000557489ns,h13,h3,2,5,6858B,0
1000557823ns,h16,h3,2,9,28165B,0
1000558476ns,h2,h16,2,7,7043B,0
1000558604ns,h13,h6,2,7,2930B,0
1000559237ns,h13,h1,2,12,4161B,0
1000559633ns,h10,h16,2,9,1126222B,0
1000559656ns,h13,h1,2,13,4605B,0
1000559687ns,h10,h15,2,8,25996B,0
1000560085ns,h10,h14,2,5,15221B,0
1000560234ns,h12,h5,2,10,11500B,0
1000560693ns,h4,h14,2,11,10094B,0
1000561153ns,h5,h7,2,8,14868B,0
1000561261ns,h14,h8,2,9,22703B,0
1000561326ns,h6,h10,2,11,1087B,0
1000561381ns,h16,h13,2,8,2927B,0
1000561650ns,h2,h12,2,8,6387B,0
1000562020ns,h15,h13,2,10,3706B,0
1000562519ns,h11,h1,2,11,6626B,0
1000562768ns,h14,h9,2,13,6280B,0
1000562959ns,h8,h6,2,5,2211B,0
1000563305ns,h9,h4,2,9,1499B,0
1000563359ns,h16,h15,2,9,203B,0
1000563569ns,h14,h4,2,14,19072B,0
1000563575ns,h16,h3,2,10,1425B,0
1000563809ns,h6,h3,2,9,115882B,0
1000563948ns,h5,h11,2,14,858411B,0
1000564007ns,h2,h10,2,7,11761B,0
1000564133ns,h6,h9,2,10,5910B,0
1000564257ns,h8,h10,2,9,4401B,0
1000564348ns,h7,h16,2,8,5582B,0
1000564405ns,h9,h14,2,11,5002B,0
1000564509ns,h1,h15,2,6,5443B,0
1000565022ns,h7,h1,2,14,10392B,0
1000565085ns,h7,h15,2,10,30024B,0
1000565831ns,h7,h1,2,15,2751B,0
1000566708ns,h5,h11,2,15,4115B,0
1000566804ns,h2,h15,2,11,3661B,0
1000566919ns,h16,h9,2,10,791B,0
1000567088ns,h4,h7,2,10,23805B,0
1000567798ns,h13,h6,2,8,6437B,0
1000567837ns,h1,h15,2,7,1169B,0
1000568070ns,h15,h10,2,13,5875B,0
1000568467ns,h13,h12,2,12,5912B,0
1000568844ns,h5,h6,2,8,14024B,0
1000569009ns,h9,h3,2,8,12862B,0
1000569883ns,h5,h16,2,8,2346B,0
1000570172ns,h16,h11,2,6,7436B,0
1000570886ns,h1,h5,2,10,6423B,0
1000570950ns,h8,h16,2,8,235B,0
1000570964ns,h7,h10,2,7,2577B,0
1000571162ns,h6,h15,2,15,7781B,0
1000571370ns,h9,h2,2,7,5190B,0
1000572532ns,h4,h13,2,14,120069B,0
1000572562ns,h14,h3,2,11,6354B,0
1000572588ns,h8,h2,2,6,7967B,0
1000572879ns,h5,h12,2,10,2330B,0
1000572883ns,h16,h10,2,4,6162B,0
1000572937ns,h11,h7,2,11,10948B,0
1000573374ns,h9,h3,2,9,20443B,0
1000573747ns,h3,h15,2,10,3482B,0
1000573899ns,h1,h13,2,4,5448B,0
1000574257ns,h15,h11,2,10,6110B,0
1000574800ns,h14,h13,2,3,5824B,0
1000574876ns,h1,h2,2,8,6127B,0
1000575306ns,h10,h13,2,11,4575B,0
1000575395ns,h15,h14,2,7,16425B,0
1000576134ns,h16,h12,2,8,40761B,0
1000576626ns,h8,h11,2,6,5034B,0
1000576840ns,h13,h2,2,11,7531B,0
1000577276ns,h4,h13,2,15,5308B,0
1000578173ns,h14,h5,2,11,7020B,0
1000578180ns,h11,h13,2,12,8241B,0
1000578204ns,h1,h11,2,8,6352B,0
1000578433ns,h5,h9,2,6,7848B,0
1000578689ns,h7,h9,2,9,12564B,0
1000578797ns,h15,h2,2,9,22035B,0
1000579047ns,h15,h1,2,9,3293B,0
1000579499ns,h12,h1,2,13,3774B,0
1000579984ns,h9,h13,2,15,6463B,0
1000580132ns,h11,h3,2,8,6423B,0
1000580136ns,h13,h2,2,12,16263B,0
1000580464ns,h11,h7,2,12,6489B,0
1000580857ns,h1,h16,2,11,31245B,0
1000580972ns,h11,h15,2,8,14000B,0
1000581185ns,h13,h6,2,9,6394B,0
1000581189ns,h13,h14,2,9,19282B,0
1000581190ns,h14,h2,2,7,6130B,0
1000581278ns,h5,h7,2,9,4971B,0
1000582233ns,h5,h10,2,9,5764B,0
1000582240ns,h1,h16,2,12,5961B,0
1000582290ns,h2,h1,2,9,7640B,0
1000582403ns,h3,h7,2,11,909B,0
1000582571ns,h6,h15,2,16,10625B,0
1000582613ns,h6,h1,2,13,136973B,0
1000582851ns,h9,h10,2,6,5983B,0
1000582928ns,h9,h7,2,8,1199B,0
1000583007ns,h10,h9,2,10,3510B,0
1000583123ns,h5,h12,2,11,1800B,0
1000583599ns,h7,h15,2,11,4233B,0
1000583647ns,h8,h16,2,9,15144B,0
1000584377ns,h2,h16,2,8,18B,0
1000585154ns,h15,h1,2,10,26949B,0
1000585334ns,h7,h14,2,4,72389B,0
1000585452ns,h4,h15,2,11,3227B,0
1000586709ns,h2,h3,2,6,3028B,0
1000586891ns,h16,h3,2,11,124173B,0
1000587297ns,h9,h4,2,10,5132B,0
1000587442ns,h7,h16,2,9,16921B,0
1000587498ns,h4,h14,2,12,157B,0
1000587565ns,h4,h10,2,11,1349818B,0
1000588349ns,h11,h5,2,6,287B,0
1000588389ns,h15,h5,2,12,7269B,0
1000589481ns,h15,h7,2,8,56836B,0
1000590203ns,h3,h1,2,11,20082B,0
1000590381ns,h11,h1,2,12,4700B,0
1000590784ns,h2,h13,2,10,18593B,0
1000590848ns,h13,h2,2,13,5415B,0
1000591108ns,h4,h1,2,5,6337B,0
1000591226ns,h3,h5,2,9,5157B,0
1000591333ns,h11,h13,2,13,5083B,0
1000591434ns,h5,h14,2,7,7049B,0
1000591704ns,h2,h9,2,7,14313B,0
1000591710ns,h8,h16,2,10,8518B,0
1000592912ns,h9,h2,2,8,13331B,0
1000593172ns,h9,h6,2,14,248B,0
1000594007ns,h16,h12,2,9,6613B,0
1000594155ns,h16,h6,2,6,5067B,0
1000594267ns,h7,h3,2,8,3639B,0
1000594295ns,h14,h10,2,8,48890B,0
1000594516ns,h3,h2,2,9,3433B,0
1000595325ns,h10,h6,2,11,3218B,0
1000595461ns,h11,h5,2,7,3119B,0
1000595526ns,h4,h6,2,7,7706B,0
1000595610ns,h12,h8,2,9,7305B,0
1000595860ns,h13,h9,2,12,6388B,0
1000597054ns,h3,h2,2,10,7089B,0
1000597207ns,h10,h6,2,12,74422B,0
1000597555ns,h14,h7,2,14,24942B,0
1000597901ns,h10,h7,2,6,33291B,0
1000598001ns,h1,h8,2,11,944B,0
1000598988ns,h3,h7,2,12,30817B,0
1000599027ns,h16,h2,2,4,546B,0
1000599499ns,h1,h4,2,8,7615B,0
1000600118ns,h12,h11,2,13,59327B,0
1000600927ns,h2,h14,2,10,6360B,0
1000601305ns,h2,h9,2,8,5642B,0
1000601328ns,h15,h3,2,4,4885B,0
1000601373ns,h1,h2,2,9,43946B,0
1000601713ns,h13,h3,2,6,54242B,0
1000601905ns,h1,h7,2,8,7369B,0
1000602140ns,h15,h10,2,14,9566B,0
1000602750ns,h8,h11,2,7,4949B,0
1000602899ns,h10,h9,2,11,2410B,0
1000603112ns,h13,h10,2,7,517316B,0
1000603412ns,h16,h6,2,7,7696B,0
1000603708ns,h10,h11,2,8,4389B,0
1000603807ns,h9,h12,2,8,381931B,0
1000604508ns,h6,h7,2,8,7281B,0
1000604620ns,h5,h14,2,8,4875B,0
1000605177ns,h5,h12,2,12,30557B,0
1000605304ns,h8,h15,2,6,1358B,0
1000606514ns,h15,h8,2,11,15863B,0
1000606743ns,h7,h6,2,8,2783B,0
1000607037ns,h11,h13,2,14,1878B,0
1000607685ns,h4,h1,2,6,4256B,0
1000607765ns,h1,h7,2,9,9594B,0
1000608177ns,h4,h16,2,9,7273B,0
1000608920ns,h2,h6,2,11,5659B,0
1000609122ns,h10,h9,2,12,2774B,0
1000609597ns,h4,h2,2,10,51923B,0
1000609817ns,h7,h2,2,8,13205B,0
1000610201ns,h16,h7,2,17,7949B,0
1000610563ns,h16,h10,2,5,17104B,0
1000610681ns,h12,h9,2,11,13764B,0
1000610750ns,h12,h9,2,12,1961B,0
1000610758ns,h16,h2,2,5,13702B,0
1000611454ns,h16,h1,2,10,21294B,0
1000611459ns,h6,h16,2,7,11835B,0
1000611636ns,h9,h3,2,10,6186B,0
1000612066ns,h16,h5,2,3,7951B,0
1000612110ns,h5,h8,2,10,1744B,0
1000612454ns,h11,h15,2,9,13069B,0
1000612920ns,h4,h16,2,10,4284B,0
1000612928ns,h15,h1,2,11,14528B,0
1000613335ns,h4,h11,2,10,7508B,0
1000613403ns,h7,h4,2,7,6418B,0
1000613730ns,h6,h11,2,7,6650B,0
1000613826ns,h8,h12,2,8,1303B,0
1000613833ns,h10,h15,2,9,713B,0
1000613865ns,h5,h11,2,16,258B,0
1000613963ns,h6,h14,2,14,13855B,0
1000613995ns,h5,h13,2,7,2415B,0
1000614516ns,h1,h3,2,12,2143B,0
1000615133ns,h13,h1,2,14,5346B,0
1000615252ns,h15,h12,2,7,425667B,0
1000615599ns,h14,h9,2,14,28953B,0
1000616102ns,h2,h16,2,9,4725B,0
1000616309ns,h8,h3,2,7,18222B,0
1000616376ns,h5,h7,2,10,1484B,0
1000616624ns,h3,h5,2,10,5406B,0
1000616639ns,h5,h15,2,7,7024B,0
1000617378ns,h4,h8,2,8,1028931B,0
1000617690ns,h15,h12,2,8,849B,0
1000617728ns,h12,h16,2,8,5582B,0
1000618111ns,h4,h10,2,12,47592B,0
1000618232ns,h6,h16,2,8,481B,0
1000618353ns,h1,h3,2,13,7196B,0
1000618363ns,h12,h8,2,10,5470B,0
1000619196ns,h4,h10,2,13,6860B,0
1000620458ns,h11,h16,2,10,8789B,0
1000620781ns,h4,h10,2,14,5533B,0
1000620808ns,h13,h14,2,10,29947B,0
1000620850ns,h13,h11,2,11,104324B,0
1000621818ns,h11,h9,2,8,945065B,0
1000622065ns,h11,h7,2,13,955B,0
1000622205ns,h16,h6,2,8,20986B,0
1000622376ns,h12,h5,2,11,27727B,0
1000622424ns,h12,h4,2,9,2536B,0
1000622544ns,h16,h9,2,11,76107B,0
1000623191ns,h4,h14,2,13,2217B,0
1000623988ns,h12,h15,2,7,3616B,0
1000625092ns,h3,h16,2,8,103993B,0
1000625574ns,h13,h4,2,10,20005B,0
1000625607ns,h10,h6,2,13,7001B,0
1000625996ns,h14,h11,2,13,4505B,0
1000626142ns,h13,h6,2,10,4202B,0
1000626479ns,h5,h3,2,8,5502B,0
1000626651ns,h1,h13,2,5,156B,0
1000627212ns,h5,h9,2,7,7518B,0
1000627294ns,h12,h9,2,13,899B,0
1000627493ns,h10,h12,2,7,13736B,0
1000627513ns,h5,h2,2,11,1223B,0
1000627966ns,h13,h15,2,5,178B,0
1000628860ns,h10,h8,2,9,4478B,0
1000629008ns,h11,h12,2,3,13655B,0
1000629396ns,h5,h10,2,10,20306B,0
1000629400ns,h9,h10,2,7,6402B,0
1000629419ns,h11,h12,2,4,69920B,0
1000629463ns,h16,h2,2,6,1997B,0
1000629474ns,h12,h8,2,11,4889B,0
1000630661ns,h2,h4,2,10,11385B,0
1000630684ns,h1,h7,2,10,4812B,0
1000630943ns,h15,h9,2,11,2535B,0
1000631020ns,h2,h6,2,12,7016B,0
1000631067ns,h13,h7,2,13,1091B,0
1000631166ns,h5,h12,2,13,5242B,0
1000631540ns,h4,h1,2,7,4212B,0
1000631660ns,h9,h16,2,11,4886B,0
1000631830ns,h11,h10,2,6,6211B,0
1000631840ns,h1,h3,2,14,6648B,0
1000631881ns,h4,h9,2,8,1471B,0
1000631915ns,h5,h2,2,12,4745B,0
1000632065ns,h12,h9,2,14,5334B,0
1000632294ns,h14,h12,2,11,5503B,0
1000632443ns,h10,h7,2,7,6167B,0
1000632451ns,h9,h6,2,15,5698B,0
1000632517ns,h16,h11,2,7,1291B,0
1000632773ns,h6,h15,2,17,3825B,0
1000633424ns,h7,h14,2,5,7586B,0
1000634093ns,h11,h7,2,14,19677B,0
1000634322ns,h14,h2,2,8,6438B,0
1000634412ns,h13,h1,2,15,2585B,0
1000634919ns,h16,h13,2,9,1229B,0
1000635385ns,h5,h10,2,11,2719B,0
1000635563ns,h5,h9,2,8,5337B,0
1000635730ns,h1,h5,2,11,6903B,0
1000635770ns,h15,h14,2,8,7759B,0
1000635943ns,h8,h4,2,5,6550B,0
1000635956ns,h12,h11,2,14,6903B,0
1000636389ns,h13,h12,2,13,5062B,0
1000636762ns,h13,h16,2,11,7770B,0
1000636978ns,h4,h13,2,16,10439B,0
1000637258ns,h14,h2,2,9,5493B,0
1000637298ns,h12,h16,2,9,17430B,0
1000637311ns,h13,h14,2,11,11637B,0
1000637559ns,h10,h6,2,14,32046B,0
1000637726ns,h15,h12,2,9,6052B,0
1000637825ns,h5,h10,2,12,5001B,0
1000637917ns,h15,h2,2,10,13972B,0
1000638102ns,h3,h10,2,7,655B,0
1000638111ns,h10,h1,2,13,5336B,0
1000638512ns,h9,h13,2,16,389674B,0
1000639027ns,h3,h14,2,8,4976B,0
1000639262ns,h2,h12,2,9,6446B,0
1000639297ns,h8,h2,2,7,4176B,0
1000639303ns,h8,h10,2,10,1342B,0
1000639576ns,h10,h7,2,8,1935B,0
1000639646ns,h4,h3,2,6,5779B,0
1000639787ns,h7,h15,2,12,7368B,0
1000639900ns,h5,h16,2,9,6735B,0
1000640652ns,h6,h15,2,18,6501B,0
1000640726ns,h13,h9,2,13,1947B,0
1000640834ns,h10,h14,2,6,702B,0
1000640983ns,h12,h4,2,10,5118B,0
1000641594ns,h9,h5,2,8,78192B,0
1000641765ns,h14,h15,2,11,3136B,0
1000641801ns,h12,h10,2,8,4345B,0
1000641802ns,h9,h4,2,11,6193B,0
1000641932ns,h16,h3,2,12,41942B,0
1000642773ns,h16,h4,2,7,87060B,0
1000644178ns,h8,h5,2,6,22B,0
1000644609ns,h4,h12,2,8,7617B,0
1000645045ns,h16,h5,2,4,4059B,0
1000645075ns,h11,h2,2,10,7674B,0
1000645287ns,h12,h15,2,8,11561B,0
1000645763ns,h8,h11,2,8,29150B,0
1000646024ns,h6,h16,2,9,7924B,0
1000646130ns,h7,h3,2,9,22670B,0
1000648002ns,h10,h14,2,7,14482B,0
1000648035ns,h14,h1,2,8,2803B,0
1000648132ns,h16,h9,2,12,762B,0
1000648891ns,h10,h8,2,10,11275B,0
1000649501ns,h13,h3,2,7,6563B,0
1000650089ns,h5,h14,2,9,1849289B,0
1000650301ns,h6,h5,2,8,2876B,0
1000650497ns,h3,h15,2,11,5348B,0
1000650757ns,h14,h12,2,12,4505B,0
1000651023ns,h12,h14,2,11,27780B,0
1000651255ns,h15,h14,2,9,6198B,0
1000652166ns,h16,h13,2,10,41359B,0
1000652889ns,h15,h12,2,10,9058B,0
1000652980ns,h2,h1,2,10,1915706B,0
1000653076ns,h14,h3,2,12,7202B,0
1000653170ns,h12,h4,2,11,316662B,0
1000653275ns,h16,h10,2,6,3024B,0
1000653389ns,h1,h3,2,15,5835B,0
1000653420ns,h13,h8,2,13,7017B,0
1000653851ns,h3,h1,2,12,467533B,0
1000654461ns,h4,h6,2,8,6926B,0
1000654659ns,h1,h4,2,9,25600B,0
1000654926ns,h6,h3,2,10,7450B,0
1000655344ns,h13,h6,2,11,6446B,0
1000655384ns,h1,h15,2,8,5401B,0
1000656276ns,h4,h11,2,11,5204B,0
1000656515ns,h11,h12,2,5,4569B,0
1000656571ns,h2,h11,2,6,3687B,0
1000657084ns,h11,h4,2,5,117880B,0
1000658534ns,h3,h6,2,6,6654B,0
1000658975ns,h1,h5,2,12,25698B,0
1000659077ns,h13,h9,2,14,28797B,0
1000659451ns,h5,h16,2,10,77826B,0
1000660136ns,h11,h4,2,6,4076B,0
1000660570ns,h11,h9,2,9,4937B,0
1000661589ns,h6,h2,2,9,7490B,0
1000662065ns,h4,h7,2,11,4801B,0
1000662459ns,h14,h16,2,10,2510B,0
1000662691ns,h6,h15,2,19,12755B,0
1000663258ns,h1,h2,2,10,6775B,0
1000663270ns,h12,h14,2,12,6655B,0
1000663418ns,h13,h12,2,14,9289B,0
1000663581ns,h7,h15,2,13,2001B,0
1000663624ns,h13,h8,2,14,49996B,0
1000663777ns,h11,h7,2,15,6165B,0
1000664032ns,h3,h15,2,12,7997B,0
1000664371ns,h4,h9,2,9,7206B,0
1000664611ns,h11,h13,2,15,7249B,0
1000664731ns,h6,h3,2,11,9249B,0
1000664765ns,h4,h2,2,11,1548B,0
1000665231ns,h5,h8,2,11,6311B,0
1000665696ns,h1,h6,2,4,3668B,0
1000665807ns,h14,h9,2,15,5386B,0
1000666598ns,h16,h6,2,9,6441B,0
1000666781ns,h10,h14,2,8,5077B,0
1000666992ns,h5,h12,2,14,5533B,0
1000667307ns,h4,h7,2,12,10720B,0
1000667837ns,h3,h12,2,12,755B,0
1000667862ns,h11,h9,2,10,106061B,0
1000667877ns,h4,h3,2,7,7237B,0
1000667949ns,h13,h1,2,16,2853B,0
1000668119ns,h3,h10,2,8,6834B,0
1000668234ns,h15,h9,2,12,1411B,0
1000668481ns,h2,h10,2,8,6352B,0
1000669054ns,h10,h7,2,9,7970B,0
1000669400ns,h12,h8,2,12,5646B,0
1000669959ns,h15,h7,2,9,4733B,0
1000670180ns,h6,h2,2,10,7841B,0
1000670525ns,h9,h2,2,9,63984B,0
1000670927ns,h1,h11,2,9,26959B,0
1000671121ns,h15,h12,2,11,5348B,0
1000671940ns,h3,h4,2,8,25298B,0
1000672386ns,h3,h4,2,9,2006B,0
1000672407ns,h13,h10,2,8,1024B,0
1000672469ns,h12,h7,2,12,812877B,0
1000674599ns,h4,h15,2,12,12969B,0
1000675449ns,h6,h9,2,11,7333B,0
1000676260ns,h16,h9,2,13,6847B,0
1000676290ns,h5,h4,2,9,4687B,0
1000676476ns,h4,h2,2,12,31088B,0
1000676549ns,h12,h15,2,9,23570B,0
1000676575ns,h9,h2,2,10,6181B,0
1000676644ns,h12,h3,2,4,3844B,0
1000676760ns,h5,h4,2,10,7864B,0
1000677200ns,h8,h10,2,11,10392B,0
1000677648ns,h8,h11,2,9,1682709B,0
1000678001ns,h10,h7,2,10,14896B,0
1000678234ns,h7,h11,2,9,1591B,0
1000678418ns,h15,h5,2,13,1289750B,0
1000678594ns,h14,h13,2,4,23856B,0
1000678875ns,h7,h11,2,10,7052B,0
1000679193ns,h2,h10,2,9,4878B,0
1000680320ns,h10,h1,2,14,10865B,0
1000680348ns,h4,h6,2,9,7174B,0
1000680500ns,h16,h13,2,11,1670B,0
1000681377ns,h4,h11,2,12,6888B,0
1000681410ns,h13,h16,2,12,352B,0
1000681615ns,h6,h8,2,11,14778B,0
1000681790ns,h8,h9,2,6,18837B,0
1000682135ns,h16,h4,2,8,10667B,0
1000682440ns,h8,h1,2,11,1595B,0
1000682731ns,h2,h4,2,11,7101B,0
1000682811ns,h6,h8,2,12,5400B,0
1000682877ns,h5,h10,2,13,2239B,0
1000683345ns,h16,h14,2,6,29953B,0
1000683726ns,h16,h5,2,5,77815B,0
1000683835ns,h9,h6,2,16,50388B,0
1000684355ns,h5,h12,2,15,6609B,0
1000684420ns,h2,h11,2,7,25465B,0
1000684747ns,h12,h15,2,10,3451B,0
1000685358ns,h2,h8,2,9,4572B,0
1000685439ns,h2,h10,2,10,36194B,0
1000685578ns,h13,h11,2,12,7120B,0
1000685640ns,h8,h4,2,6,3942B,0
1000686270ns,h8,h3,2,8,2269B,0
1000686945ns,h11,h15,2,10,3982B,0
1000688420ns,h11,h4,2,7,6305B,0
1000688630ns,h13,h1,2,17,4641B,0
1000688817ns,h15,h5,2,14,10969B,0
1000688926ns,h9,h11,2,10,4363B,0
1000689003ns,h6,h12,2,9,1368B,0
1000689043ns,h2,h3,2,7,30947B,0
1000689653ns,h10,h9,2,13,7755B,0
1000689672ns,h10,h6,2,15,235188B,0
1000690395ns,h10,h12,2,8,3174B,0
1000690807ns,h7,h6,2,9,26432B,0
1000691479ns,h10,h13,2,12,299B,0
1000691494ns,h10,h4,2,5,6666B,0
1000691917ns,h14,h16,2,11,6164B,0
1000692129ns,h10,h9,2,14,2201B,0
1000692324ns,h10,h7,2,11,17463B,0
1000692557ns,h4,h12,2,9,4359B,0
1000693717ns,h4,h7,2,13,30983B,0
1000693868ns,h3,h1,2,13,8513B,0
1000694116ns,h10,h8,2,11,23506B,0
1000694154ns,h8,h5,2,7,25798B,0
1000694244ns,h13,h11,2,13,14995B,0
1000694290ns,h12,h9,2,15,11114B,0
1000694398ns,h16,h14,2,7,71B,0
1000694612ns,h4,h8,2,9,2502B,0
1000694831ns,h7,h3,2,10,3613B,0
1000695016ns,h14,h3,2,13,7009B,0
1000695272ns,h2,h10,2,11,58B,0
1000695383ns,h8,h5,2,8,2218B,0
1000695589ns,h4,h16,2,11,6209B,0
1000695646ns,h3,h15,2,13,716B,0
1000696173ns,h1,h9,2,9,4773B,0
1000696332ns,h6,h15,2,20,3837B,0
1000696489ns,h1,h14,2,7,3042B,0
1000696499ns,h14,h5,2,12,4754B,0
1000696736ns,h4,h8,2,10,28189B,0
1000696841ns,h7,h2,2,9,4018B,0
1000697203ns,h4,h6,2,10,7628B,0
1000697752ns,h15,h2,2,11,10940B,0
1000698330ns,h9,h4,2,12,7854B,0
1000698531ns,h6,h1,2,14,3292B,0
1000698885ns,h2,h14,2,11,5041B,0
1000699102ns,h11,h10,2,7,4370B,0
1000699136ns,h13,h8,2,15,6673B,0
1000699400ns,h3,h5,2,11,150486B,0
1000699651ns,h16,h10,2,7,3800B,0
1000699982ns,h16,h12,2,10,6792B,0
1000700313ns,h3,h13,2,11,1142B,0
1000700475ns,h12,h3,2,5,5264B,0
1000701095ns,h6,h11,2,8,101279B,0
1000701215ns,h9,h11,2,11,35950B,0
1000701413ns,h5,h10,2,14,1660B,0
1000702163ns,h3,h12,2,13,23533B,0
1000702690ns,h11,h9,2,11,9656B,0
1000702694ns,h16,h11,2,8,45828B,0
1000703066ns,h6,h11,2,9,6000B,0
1000703077ns,h4,h1,2,8,5670B,0
1000703318ns,h11,h3,2,9,30613B,0
1000703483ns,h11,h10,2,8,6652B,0
1000703824ns,h12,h13,2,6,12860B,0
1000703846ns,h4,h3,2,8,3098B,0
1000704067ns,h10,h11,2,9,1193B,0
1000704425ns,h3,h13,2,12,5825B,0
1000705781ns,h7,h14,2,6,4844B,0
1000705828ns,h13,h10,2,9,6442B,0
1000706256ns,h13,h2,2,14,4994B,0
1000706578ns,h10,h5,2,6,25166B,0
1000706704ns,h6,h5,2,9,11052B,0
1000707183ns,h10,h8,2,12,5336B,0
1000707215ns,h12,h13,2,7,2195B,0
1000707379ns,h3,h10,2,9,9245B,0
1000707626ns,h5,h16,2,11,6694B,0
1000707667ns,h14,h12,2,13,2650B,0
1000707847ns,h4,h3,2,9,606B,0
1000707962ns,h11,h16,2,11,7348B,0
1000708073ns,h12,h1,2,14,6480B,0
1000708100ns,h7,h6,2,10,6991B,0
1000708430ns,h3,h11,2,12,5612B,0
1000708473ns,h16,h7,2,18,6069B,0
1000708912ns,h5,h1,2,7,5401B,0
1000708917ns,h16,h5,2,6,1530B,0
1000709407ns,h16,h4,2,9,6644B,0
1000709429ns,h15,h13,2,11,2121B,0
1000709463ns,h2,h10,2,12,7839B,0
1000709581ns,h3,h14,2,9,12022B,0
1000709835ns,h13,h4,2,11,2929B,0
1000710058ns,h16,h6,2,10,3515B,0
1000710283ns,h4,h14,2,14,4098B,0
1000710443ns,h15,h13,2,12,7191B,0
1000710485ns,h9,h7,2,9,5531B,0
1000710888ns,h1,h9,2,10,29213B,0
1000711583ns,h7,h16,2,10,6754B,0
1000711613ns,h8,h12,2,9,6561B,0
1000711749ns,h8,h12,2,10,3811B,0
1000711781ns,h12,h11,2,15,1584B,0
1000711862ns,h15,h16,2,11,52925B,0
1000711929ns,h14,h15,2,12,1738B,0
1000711932ns,h6,h5,2,10,2271B,0
1000712404ns,h16,h8,2,11,3407B,0
1000712473ns,h13,h11,2,14,7003B,0
1000712938ns,h15,h4,2,13,7541B,0
1000713479ns,h2,h11,2,8,5748B,0
1000713511ns,h2,h15,2,12,5431B,0
1000713647ns,h10,h5,2,7,7558B,0
1000713727ns,h8,h6,2,6,4283B,0
1000714051ns,h15,h8,2,12,15603B,0
1000714340ns,h3,h7,2,13,7550B,0
1000714772ns,h2,h11,2,9,7228B,0
1000715068ns,h4,h1,2,9,503B,0
1000715116ns,h16,h13,2,12,5003B,0
1000715660ns,h1,h5,2,13,13386B,0
1000715881ns,h13,h10,2,10,3591B,0
1000715896ns,h7,h10,2,8,7588B,0
1000715939ns,h3,h10,2,10,246226B,0
1000716329ns,h7,h9,2,10,5825B,0
1000716559ns,h3,h1,2,14,6494B,0
1000716628ns,h10,h2,2,7,3698B,0
1000716635ns,h2,h7,2,10,122B,0
1000716759ns,h14,h5,2,13,4063B,0
1000717442ns,h14,h8,2,10,6096B,0
1000717856ns,h2,h8,2,10,7240B,0
1000718012ns,h9,h3,2,11,20840B,0
1000718056ns,h8,h16,2,11,4524B,0
1000718096ns,h9,h3,2,12,4862B,0
1000718168ns,h11,h1,2,13,10003B,0
1000718622ns,h12,h6,2,10,7759B,0
1000719138ns,h2,h12,2,10,9573B,0
1000719532ns,h7,h14,2,7,27551B,0
1000719609ns,h8,h2,2,8,1546B,0
1000719872ns,h2,h1,2,11,2171B,0
1000720214ns,h16,h5,2,7,6308B,0
1000720988ns,h3,h10,2,11,7312B,0
1000720992ns,h5,h15,2,8,7671B,0
1000721024ns,h4,h6,2,11,4006B,0
1000721411ns,h8,h13,2,7,2374B,0
1000721497ns,h9,h3,2,13,49501B,0
1000721515ns,h1,h11,2,10,4093B,0
1000721586ns,h10,h4,2,6,311B,0
1000721985ns,h5,h13,2,8,4463B,0
1000722153ns,h5,h15,2,9,6488B,0
1000722294ns,h16,h8,2,12,7492B,0
1000722493ns,h15,h11,2,11,11305B,0
1000722843ns,h7,h6,2,11,2539B,0
1000722854ns,h11,h14,2,5,6407B,0
1000723810ns,h10,h7,2,12,4785B,0
1000723879ns,h16,h10,2,8,10286B,0
1000724072ns,h9,h16,2,12,5125B,0
1000724667ns,h16,h9,2,14,16818B,0
1000724823ns,h9,h8,2,7,3342B,0
1000724853ns,h8,h2,2,9,1625923B,0
1000724868ns,h5,h16,2,12,6524B,0
1000724899ns,h12,h9,2,16,5681B,0
1000725599ns,h12,h11,2,16,10354B,0
1000725679ns,h13,h4,2,12,5292B,0
1000725896ns,h2,h11,2,10,618B,0
1000725963ns,h8,h2,2,10,5828B,0
1000726260ns,h9,h1,2,7,4505B,0
1000726337ns,h7,h14,2,8,7733B,0
1000726948ns,h10,h5,2,8,6570B,0
1000727364ns,h10,h9,2,15,19894B,0
1000727548ns,h15,h9,2,13,6247B,0
1000727556ns,h1,h11,2,11,2709B,0
1000727918ns,h9,h1,2,8,2592B,0
